category,message
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
ham,Is toshiba portege m100 gd?
ham,Why did I wake up on my own &gt;:(
ham,I ask if u meeting da ge tmr nite...
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,Carlos says we can pick up from him later so yeah we're set
ham,Does not operate after  &lt;#&gt;  or what
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,No no:)this is kallis home ground.amla home town is durban:)
ham,Im just wondering what your doing right now?
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,"Tick, tick, tick ... Babe"
ham,And how's your husband.
ham,"Hiya, probably coming home * weekend after next"
ham,"Cool, what time you think you can get here?"
ham,Well you told others you'd marry them...
ham,K:)k:)good:)study well.
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,K da:)how many page you want?
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,No problem. How are you doing?
ham,Cause I'm not freaky lol
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,Might ax well im there.
ham,";-( oh well, c u later"
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
ham,Can do lor...
ham,Tell them u have a headache and just want to use 1 hour of sick time.
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,Lol for real. She told my dad I have cancer
ham,At WHAT TIME should i come tomorrow
ham,Lovely smell on this bus and it ain't tobacco...
ham,K..give back my thanks.
ham,K... Must book a not huh? so going for yoga basic on sunday?
ham,Juz go google n search 4 qet...
ham,Thts wat Wright Brother did to fly..
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,"I'll text carlos and let you know, hang on"
ham,Anything lar...
ham,When you are big..| God will bring success.
ham,Si si. I think ill go make those oreo truffles.
ham,Sorry about that this is my mates phone and i didnt write it love Kate
ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,Yep get with the program. You're slacking.
ham,No da. I am happy that we sit together na
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,"Nah can't help you there, I've never had an iphone"
ham,"Sorry, I'll call later"
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,Sen told that he is going to join his uncle finance in cbe
ham,"Sorry, I can't help you on this."
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Yes see ya not on the dot
ham,Are you still getting the goods.
ham,Aight should I just plan to come up later tonight?
ham,Cos darren say ü considering mah so i ask ü...
ham,"K, I'll work something out"
ham,Haf u found him? I feel so stupid da v cam was working.
ham,Okay... I booked all already... Including the one at bugis.
ham,I cant pick the phone right now. Pls send a message
ham,Lol they were mad at first but then they woke up and gave in.
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,Remember to ask alex about his pizza
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,Also hi wesley how've you been
ham,They finally came to fix the ceiling.
ham,Well. Balls. Time to make calls
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Hi good mornin.. Thanku wish u d same..
ham,Aaooooright are you at work?
ham,MMM ... Fuck .... Merry Christmas to me
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
ham,I'll be late...
ham,"This is one of the days you have a billion classes, right?"
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,"Excellent, I'll see what riley's plans are"
ham,Were somewhere on Fredericksburg
ham,Well then you have a great weekend!
ham,Hey gals...U all wanna meet 4 dinner at nìte?
ham,But i have to. I like to have love and arrange.
ham,"Sorry, I'll call later"
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
ham,Ok ok take care. I can understand.
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,Dont worry. I guess he's busy.
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,I dont have i shall buy one dear
ham,5 nights...We nt staying at port step liao...Too ex
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,Pls confirm the time to collect the cheque.
ham,K..k..i'm also fine:)when will you complete the course?
ham,Hanging out with my brother and his family
ham,They will pick up and drop in car.so no problem..
ham,Have a good evening! Ttyl
ham,Yar lor... How u noe? U used dat route too?
ham,Pls she needs to dat slowly or she will vomit more.
ham,2mro i am not coming to gym machan. Goodnight.
ham,Ü collecting ur laptop then going to configure da settings izzit?
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,Hurry home. Soup is DONE!
ham,Is that on the telly? No its Brdget Jones!
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
ham,"Aight that'll work, thanks"
ham,We'll join the  &lt;#&gt;  bus
ham,Armand says get your ass over to epsilon
ham,You can never do NOTHING
ham,"Nothing, i got msg frm tht unknown no.."
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,"Sir, i am waiting for your call."
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Yup i thk so until e shop closes lor.
ham,"Damn, poor zac doesn't stand a chance"
ham,Dear umma she called me now :-)
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,WHORE YOU ARE UNBELIEVABLE.
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,Ok cool. See ya then.
ham,Were gonna go get some tacos
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,No..its ful of song lyrics..
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
ham,And of course you should make a stink!
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
ham,Oh k k:)but he is not a big hitter.anyway good
ham,No message..no responce..what happend?
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
ham,Ok then i will come to ur home after half an hour
ham,Where are the garage keys? They aren't on the bookshelf
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
ham,Is fujitsu s series lifebook good?
ham,did u get that message
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,Also where's the piece
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,Lol great now im getting hungry.
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,"Sorry, I'll call later"
ham,Change again... It's e one next to escalator...
ham,Or ill be a little closer like at the bus stop on the same street
ham,How would my ip address test that considering my computer isn't a minecraft server
ham,I wont do anything de.
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,Yes fine
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,"Almost there, see u in a sec"
ham,Where r we meeting?
ham,S:)s.nervous  &lt;#&gt; :)
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
ham,Dont kick coco when he's down
ham,Go chase after her and run her over while she's crossing the street
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,K.i did't see you.:)k:)where are you now?
ham,Have you finished work yet? :)
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,Can not use foreign stamps in this country.
ham,Two teams waiting for some players
ham,I've been trying to reach him without success
ham,Thanks for picking up the trash.
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Some of them told accenture is not confirm. Is it true.
ham,Jordan got voted out last nite!
ham,:-( that's not v romantic!
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,Oh is it! Which brand?
ham,Then why no one talking to me
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,I didn't get the second half of that message
ham,You call him now ok i said call him
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,Ok... Ur typical reply...
ham,K...k:)why cant you come here and search job:)
ham,Hi its in durban are you still on this number
ham,Watching ajith film ah?
ham,Shall i send that exe to your mail id.
ham,Do well :)all will for little time. Thing of good times ahead:
ham,K:)i will give my kvb acc details:)
ham,Excellent! Are you ready to moan and scream in ecstasy?
ham,I fetch yun or u fetch?
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,I have a rather prominent bite mark on my right cheek
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage."
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,"Its ok., i just askd did u knw tht no?"
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,What is the plural of the noun research?
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,"I'll see, but prolly yeah"
ham,My sister going to earn more than me da.
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
ham,Send me yetty's number pls.
ham,Have you not finished work yet or something?
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,Ok lor...
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,Ofcourse I also upload some songs
ham,Bring tat cd don forget
ham,Oh yah... We never cancel leh... Haha
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,Probably gonna swing by in a wee bit
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,Am also doing in cbe only. But have to pay.
ham,Check with nuerologist.
ham,Havent shopping now lor i juz arrive only
ham,Sday only joined.so training we started today:)
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,Hi.what you think about match?
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,If you have belive me. Come to my home.
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,"Mostly sports type..lyk footbl,crckt.."
ham,Yunny... I'm goin to be late
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,They r giving a second chance to rahul dengra.
ham,Not directly behind... Abt 4 rows behind ü...
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,Ok...
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,K..u also dont msg or reply to his msg..
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,"Sounds good, keep me posted"
ham,Its a great day. Do have yourself a beautiful one.
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then...
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,The bus leaves at  &lt;#&gt;
ham,What not under standing.
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,Thank u!
ham,Mm umma ask vava also to come tell him can play later together
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,It took Mr owl 3 licks
ham,Ok lor.
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
ham,Big brother‘s really scraped the barrel with this shower of social misfits
ham,I can ask around but there's not a lot in terms of mids up here
ham,"Cool, text me when you're ready"
ham,"Just sent again. Do you scream and moan in bed, princess?"
ham,Lol enjoy role playing much?
ham,I had askd u a question some hours before. Its answer
ham,And whenever you and i see we can still hook up too.
ham,Well i know Z will take care of me. So no worries.
ham,Dude ive been seeing a lotta corvettes lately
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,Ü still attending da talks?
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,I'll probably be around mu a lot
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,So wat's da decision?
ham,I will come tomorrow di
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,Why didn't u call on your lunch?
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,Apps class varaya elaya.
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,Gud mrng dear hav a nice day
ham,Which channel:-):-):):-).
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,S'fine. Anytime. All the best with it.
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,One small prestige problem now.
ham,Jesus armand really is trying to tell everybody he can find
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,Did u receive my msg?
ham,Aight sorry I take ten years to shower. What's the plan?
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,Also track down any lighters you can find
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den..."
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
ham,Ok can...
ham,She's borderline but yeah whatever.
ham,Hi where you. You in home or calicut?
ham,I dont want to hear anything
ham,Life style garments account no please.
ham,am up to my eyes in philosophy
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,Yup... How ü noe leh...
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,Yes! How is a pretty lady like you single?
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,Ok...
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
ham,What's your room number again? Wanna make sure I'm knocking on the right door
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,No..jst change tat only..
ham,"Sorry, I'll call later"
ham,"Cool, I'll text you in a few"
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,U come n search tat vid..not finishd..
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
ham,Erm. I thought the contract ran out the4th of october.
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,Long after I quit. I get on only like 5 minutes a day as it is.
ham,"That's very rude, you on campus?"
ham,Are you there in room.
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,K do I need a login or anything
ham,Ard 6 like dat lor.
ham,"What will we do in the shower, baby?"
ham,Keep my payasam there if rinu brings
ham,K k :-):-) then watch some films.
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,Ard 530 lor. I ok then message ü lor.
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,Are you planning to come chennai?
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"Jus chillaxin, what up"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Another month. I need chocolate weed and alcohol.
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,Yes. that will be fine. Love you. Be safe.
ham,Dun need to use dial up juz open da browser n surf...
ham,"K, I might come by tonight then if my class lets out early"
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,No objection. My bf not coming.
ham,Hi. I'm sorry i missed your call. Can you pls call back.
ham,"Yeah, probably here for a while"
ham,Excellent! Wish we were together right now!
ham,Ok i am on the way to home hi hi
ham,Da is good good player.why he is unsold.
ham,I said its okay. Sorry
ham,1's finish meeting call me.
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,"K, wat s tht incident?"
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Haha okay... Today weekend leh...
ham,Remind me how to get there and I shall do so
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
ham,Sac will score big hundred.he is set batsman:-)
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,"Yeah probably, I still gotta check out with leo"
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,I wish u were here. I feel so alone
